PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|SF_TYPE|STYLE|LOT_SIZE|ACRE|SQUARE_FEET|GARAGE_SPACES|GARAGE_PARKING|BASEMENT|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|LIV_LEVEL|LIV_DIMEN|LIV_DSCRP|DIN_LEVEL|DIN_DIMEN|DIN_DSCRP|FAM_LEVEL|FAM_DIMEN|FAM_DSCRP|KIT_LEVEL|KIT_DIMEN|KIT_DSCRP|MBR_LEVEL|MBR_DIMEN|MBR_DSCRP|BED2_LEVEL|BED2_DIMEN|BED2_DSCRP|BED3_LEVEL|BED3_DIMEN|BED3_DSCRP|BED4_LEVEL|BED4_DIMEN|BED4_DSCRP|BED5_LEVEL|BED5_DIMEN|BED5_DSCRP|BTH1_LEVEL|BTH1_DIMEN|BTH1_DSCRP|BTH2_LEVEL|BTH2_DIMEN|BTH2_DSCRP|BTH3_LEVEL|BTH3_DIMEN|BTH3_DSCRP|LAUNDRY_LEVEL|LAUNDRY_DIMEN|LAUNDRY_DSCRP|OTH1_ROOM_NAME|OTH1_LEVEL|OTH1_DIMEN|OTH1_DSCRP|OTH2_ROOM_NAME|OTH2_LEVEL|OTH2_DIMEN|OTH2_DSCRP|OTH3_ROOM_NAME|OTH3_LEVEL|OTH3_DIMEN|OTH3_DSCRP|OTH4_ROOM_NAME|OTH4_LEVEL|OTH4_DIMEN|OTH4_DSCRP|OTH5_ROOM_NAME|OTH5_LEVEL|OTH5_DIMEN|OTH5_DSCRP|OTH6_ROOM_NAME|OTH6_LEVEL|OTH6_DIMEN|OTH6_DSCRP|COUNTY|STATE|YEAR_BUILT|ASSESSMENTS|TAXES|TAX_YEAR|PARKING_FEATURE|NO_BATHS|YEAR_BUILT_DESCRP|CONSTRUCTION|ROOF_MATERIAL|COLOR|EXTERIOR_FEATURES|INTERIOR_FEATURES|FLOORING|LOT_DESCRIPTION|BASEMENT_FEATURE|ROAD_TYPE|HEAT_ZONES|HEATING|COOLING_ZONES|COOLING|ELECTRIC_FEATURE|WATER|SEWER|APPLIANCES|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|HOME_OWN_ASSOCIATION|FEE_INTERVAL|TOTAL_PARKING|SHORT_SALE_LENDER_APP_REQD
SF|72834501|BB802670|BB9059|ACT|749000|8|Short Street||1|018|02129|N|Sundrenched Single Family Residence! Perfect Layout for any lifestyle! Nestled on the corner of a lovely private lane! 3 Very Generous Bedrooms & 2 Baths! This Home is an Outstanding Opportunity! Huge Open Living room, Dining room & Big Eat in Kitchen! Windows are everywhere with East & West Sunshine! Gleaming Hardwood Floors! Big Full Bath! Large Flexible use Bonus room with direct access out! Tons of storage! Washer & Dryer! Easy on Street parking neighborhood! Minutes from Bus stop & Orange Line T stop! Don't Miss out on this Great Opportunity! Outstanding Value! Own Your Own Single Family Home!|7|5/19/2021 2:56:00 PM|0|N||B|P|557|0.01|1054|0||Y|6|3|2|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1885|649800|6992.03|2021|D|2f;0h|A|||||||K|A,D,F|||D,E,N||B||A|A|A,C,F,I,K,L|N||||N|||||0|N
SF|72834534|BB804414|AN6225|ACT|690000|187|Orange St||1|008|02131|N|Parkway area family home loved and well cared for over 50 years - many updates throughout the years - paved driveway(2016)-new heating system(2013)-1st fl bath & updated electrical & roof(2011)-front walk and steps(2006) and windows(1998).   This bungalow house is close to West Roxbury Parkway containing 5 bedrooms and 2 full bathrooms with open kitchen/dining area.  Older kitchen and 2nd fl bathroom, however in good shape.  Hardwood floors throughout 1st floor. - plenty of closet space and storage in eaves.  Unfinished basement that walks out to large private backyard with concrete patio to entertain.  Covid protocols will be followed.|27|5/26/2021 11:31:00 AM|0|N||A|O|6313|0.14|1776|1|B|Y|8|5|2|0|N|1|11X19|K,4,2|1|13X11|K,2||||1|11X9|G,K,2,61|1|11X11|G,V,2|1|11X10|G,V,K|2|11X7|V,M|2|11X11|V,M|2|16X11|V,M|1||22,33,2,48|2||21||||B|||EHL|1|6X25|2|||||||||||||||||||||Suffolk|MA|1920|537300|5674|2020|A,N|2f;0h|A|C,D|A|Green|B,D,M,V|D|A,C,E|C,S|A,F,J,M,Q|A,C|1|F,N|0|H|F|A|A|A,C,I|N||N||N|||N||4|N
SF|72834690|BB809757|AN6195|ACT|599000|356|East 8th Street||1|005|02127|N|Perfect opportunity for first time buyer to own single-family home South Boston's and steps from Dorchester Heights. Three levels of living - lower level kitchen with street level access has been fully remodeled with granite, stainless, new lighting, and original exposed brick. Walk up front steps into lighted entry way into mid-level living room with beamed ceilings. Main bedroom has huge double closet and looks out to street from third level. Additional bedrooms at back of upper and mid level. Classic period wood staircase with original newels and railings. Exposed brick walls and stairwell skylight complete the scene. Updated/newer roof, boiler, water heater and electric. Fully fenced back yard. Open House 6/4/2021 5:30 - 7:00 p.m.|19|5/19/2021 5:42:00 PM|0|N||B|Q|0|0|1332|0||N|6|3|1|1|N|2||G,28,K,41|||||||1||L,U,33|3||V,M,47|||||||||||||3||A|1||12||||1||38,57|||||||||||||||||||||||||Suffolk|MA|1890|685700|4194.36|2021||1f;1h|B||G||7,W,3,14|||U,W||A||N||B||A|A||N|||||||N||0|N
SF|72834830|BB904014|AN6192|ACT|5990000|427|Beacon Street||1|101|02115|N|An opportunity to purchase an expertly renovated single family home with a layout designed for 21st century living. This home has kept the historic details of the original 1869 home- high ceilings, medallions, trim, and marble fireplaces. An extraordinary double parlor living room with wet bar and powder room are ideal for entertaining. The entry level consists of a home office with fireplace, half bath, a formal dining room that opens to a gourmet eat in kitchen with high end appliances and fireplace. The third floor consists of a spacious master suite with fireplace, bay window, en-suite bath and a spacious dressing room. There are two spacious bedrooms on the third floor with a full bath. Take in city and river views from your private roof deck overlooking some of Back Bay's most stunning architecture masterpieces.  The lower floor features an additional bedroom with kitchenette and ensuite bath and a spacious family room. A door leads to  a brick landscaped patio and 2 parking|25|5/20/2021 4:32:00 PM|0|N||B|11,P|1904|0.04|3998|0||Y|11|4|3|2|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1869|4043900|43569.22|2021|A,N|3f;2h|A,D|B|G||7,D,S,U,V,W,14|D,F,V|A|C,P,W|A,F,R|A||B||A||A|A|B,C,D,F,H,I,J,K,L,Q,Y|N||Y|N|N|||N||2|N
SF|72835216|CN200406|BB3087|ACT|1399900|96|Highland||1|05F|02136|N|Welcome to the Whiting House, one of Hyde Park's premier properties. Prominently sited at the corner of Highland St & Milton Ave, the home is one of Fairmount's most imposing residences. A fine example of the Queen Anne style, it's architectural integrity has been maintained for 125+ years. The stately owner's residence is a 6 room, 3 bed, 2 bath single-family style with wrap around porch featuring a pink granite base overlooking a custom 40 foot inground pool. The interior of the home oozes elegance including original stained glass, custom inlay and parquet flooring, exquisite ornamental crown molding, brass fixtures, pocket doors and three fire places with mantels. Better yet put the finishing touches on this home's three attached 1 bed, 1 bath rental units capable of generating $50,000+ of gross market rate income or easily re-envision the flexible floor plan into a new master bedroom or a perfect living space for the in-law or extended family. Call today for your private showing.|37|5/20/2021 10:45:00 AM|0|N||B|3|18494|0.42|2742|0||Y|6|3|2|0|N||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1897|1243500|10205|2021|N,V|2f;0h|D||A|Red|A,H,O,W,14||M,T|A,C,S|A,I|A|1|G|0|B|H|A|A|H|N||N||N||Part of a legal 3 family home. Additional 2833 square feet of living space.|N||6|N
SF|72835314|BB900564|AN5137|ACT|549900|11|Sherbrook St||1|009|02132|Y|Spacious West Roxbury home featuring 7 Rms/4 Br/2 Ba and 1,632 Sq Ft of living space.  Open floor plan with formal living & dining area, large eat-in kitchen, hardwood floors, good size bedrooms & 2 full baths.  Great location close to shopping, freeway access and quick drive to Boston!  Home wont last long, come see this home today!  Affordable & Priced to Go!|24|5/20/2021 12:01:00 PM|0|N||A|C,O|4150|0.1|1632|0||Y|7|4|2|0|N|1|||1||||||1|||2|||2|||1|||1||||||1|||2||||||2|||||||||||||||||||||||||||Suffolk|MA|1925|429000|4522|2019||2f;0h|A|A|A|Tan|C||E,M|C|A|A|2|D||H|D|A|A||N|||||||||6|N
SF|72836396|BB981196|NB1302|ACT|799000|72|Cottage Street||1|05L|02128|N|Single family in desirable Jeffries Point!    Updated single family with 3 levels of living space, 2 bedrooms and full bath in the second-floor level, kitchen, living room, dining room and full bathroom in the first-floor level, one bedroom and a family room and 3rd full bathroom in the lower level with front and back walk outdoor.  This freshly painted home features an open concept kitchen with an island, granite countertops, stainless steel appliances including a gas stove, refrigerator, dishwasher, disposal, and microwave, gas forced hot air heating system and Central Air, gas hot water tank, update electrical and hardwood floors in the first-floor level and wall to wall carpet on the second floor and tile in the lower level and washer and dryer.|25|5/21/2021 4:25:00 PM|0|N||B|Q|900|0.02|1444|0||Y|7|3|3|0|N||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1910|530200|5599|2020||3f;0h|A,D|A,B|G||C||A,E|K|A,Q|A|3|B||A|A,B,D,F|A|A|A,C,D,F,I,K,L|N||N||N|||N||0|N
SF|72836763|CN200297|AN1148|ACT|779000|45|Malcolm Road||1|007|02130|N|Spacious and airy raised ranch is a perfect home in a great location.  This house packs a lot of features into a modest footprint.  Open floorplan with large living room with fireplace, separate dining room, and updated eat in kitchen are bathed in light from multiple exposures.  Generous sized bedrooms each with ample closet space, and beautiful hardwood floors.  Updated full bathroom with vanity and tub/shower.  Large back deck for those endless summer nights.  Generous lot, single car garage, and more.  Move right in!|11|6/6/2021 9:28:00 PM|0|N||A|F|8806|0.2|1086|1|A|Y|7|3|1|1|N|1|||1||||||1|||1|||1|||1|||||||||1|||B|||||||||||||||||||||||||||||||||Suffolk|MA|1950|99999|9999999|2021||1f;1h|A|||||||B,C,U|E|||D||H||A|A||N||||||Not Including Basement|||2|N
SF|72837181|BB910096|AN4346|ACT|629999|123|Faywood Avenue||1||02128|N|Prestigious Orient Heights area in East Boston features this 4 bedroom 2 bath Cape. Home has hardwood floors throughout, eat in kitchen area, formal living room, 2 bedrooms on the first floor and 2 bedrooms on the second floor. Lower level features 3 additional rooms for entertaining or family gatherings plus a workshop in the utility room. 8 year old gas heating system and 10 year old roof.  Off-street parking for 2 cars plus a good sized fenced in yard with patio area for outdoor fun. House only needs interior updating to make it your own and will be sold "AS IS".|5|5/24/2021 4:20:00 PM|0|N||A|C|4126|0.09|1306|0||Y|7|4|2|0|N|1||K,N||||B||L|1||L|1||K|1||K|2||K|2||K||||1||A,21|2||13,19,L||||B|||BNS|B||L,78|EHL|1|||PLY|B||L|WRK|B|||||||||||Suffolk|MA|1960|407900|4307.42|2020|A|2f;0h|B|A|A|White|B,7,D,W|D|C,M|B,P|A,D,F|A,C,E|1|D,F,N|0|H|D,F|A|A|A,I,K,L|N||N|||||||2|N
SF|72837619|BB904054|BB5984|ACT|16000000|7|Mount Vernon Place||1|102|02108|U|Magnificent, extra-wide single-family townhome on Mount Vernon Place, the private cul-de-sac located just off of Joy Street in Beacon Hill. This sun-filled 5-bedroom, 6 full and 2 half bathroom home offers 7,500 square feet of living across 5 levels with direct elevator access. The entire home has been completely renovated and restored, finished with the highest quality of design, craftsmanship and materials. Stunning parlor level with soaring ceilings, oversized windows, and beautiful herringbone-patterned hardwood floors. Spectacular private patio adjacent to the garden level and private deck off of the second floor master suite with unparalleled views of the Public Garden, Common and State House. Additional features include luxurious marble baths, full laundry room, au pair suite, and top level entertaining room with lofted ceiling. This luxurious home in the heart of Bostons most historic neighborhood is complete with 1 garage parking space and 1 parking space at your front door.|17|5/25/2021 2:42:00 PM|0|N||B|V|0.06|0|7553|1||N|11|5|6|2|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1830|9999999|9999999|9999|I|6f;2h|B|B|||C||M|K||||B||A||A|A||N||||||Square footage is gross|||2|U
SF|72837692|TM009294|NB1524|ACT|5495000|152|W Newton St||1|104|02118|N|Beautifully renovated single family home! Centrally located in the heart of the South End. Open parlor level kitchen dining and living level, with soaring ceilings, great natural light and Victorian details blended with a modern decor. Chef's kitchen with Sub-Zero, vented Thermador gas cook top and oven and built-in speed oven/microwave. Third floor bedroom level with two large bedrooms and study. Just renovated full bath with deep tub/shower. Master suite level with spa like bathroom, glass enclosed shower, double vanity and heated floor. Custom walk-in closets and adjacent home office or nursery. Full stairs to roof-deck with hot-tub finished in ipe hardwood. Convenient street level entrance with storage for bikes and strollers. Guest suite with full bath, ideal for au-pair. Library with custom built-ins, 1,200 bottle wine storage and balcony. Garden level family room with wet bar and retractable doors opening to a deep garden. In home gym. Carport for two cars with heated surface.|36|5/25/2021 5:03:00 PM|0|N||B|H|1900|0.04|4026|0||Y|12|5|3|1|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1860|3690300|37637.7|2021|I|3f;1h|A|B|G||C,2,D|C|A|I|D|A|2|B|2|A||A|A|A,B,C,F,I,K,L|N||N||N|Y|Measured by National Floor Plan & includes storage/mechanical room.|N||2|N
SF|72837695|BB804321|AN3108|ACT|699900|100|Maplewood St||1|009|02132|N|Beautifully renovated and updated, this story book Cape-style residence offers a versatile layout for todays lifestyle. The main level features an open-concept kitchen, a living/dining area with a fireplace and large picture window, a family room, a bedroom, and a full bathroom. A screened-in porch completes this level. Two large bedrooms, each with great closet space, and a full bathroom with radiant heating flooring can be found on the second level. In addition, the basement has excellent storage, and the roof, gutters, heating, and hot water tank have been recently replaced. The large yard is landscaped with patio, plantings, and is fully fenced-in. There is off-street parking for one car. Enjoy living in a fantastic neighborhood close to West Roxbury Center, the Roxbury Latin School, and major routes.|21|5/25/2021 5:05:00 PM|0|N||A|C|5387|0.12|1503|0||Y|6|3|2|0|N|1|12.3X13.9|K|1|16X13.9|C,K||||1|17.6X11.9|K,U|2|12.3X17.7|K|2|13.4X17|K|1|9.7X11.8|K|||||||1|6X8|A,24|2|6.7X8.4|A,24||||1|||OTH|1|10X10||||||||||||||||||||||Suffolk|MA|1959|520200|2410.83|2020|A|2f;0h|A|A,B|A||12|D|A|A|A|A|3|D||B|F|A|A|A,C,D,I,K,L|N||N||N|||N||1|N
SF|72838125|CN216172|AN6232|ACT|650000|1240|VFW Parkway||1|009|02132|N|Spacious, stunning, and cozy are only some of the terms to describe this wonderful home located in fantastic West Roxbury. The property offers an enormous lot, high ceilings, three floors of living space and an unfinished basement which has a lot of potential. The front door opens up to a spacious hallway and staircase to the second floor. The first floor offers a formal dining room that leads to a large family room. The family room leads to a great sized kitchen with an additional room. The first floor also consists of a conveniently located kitchen pantry with first floor laundry and a half bathroom. The second floor consists of two bedrooms and a full bathroom. The third floor consists of two large rooms, one of which is fully finished and the other is partially finished. The exterior of the property offers a fenced-in section, a detached  garage and a huge paved section for multiple cars.|24|5/30/2021 11:09:00 AM|0|N||A|A|9583|0.22|1816|1|B|Y|6|2|1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1920|507000|5353.92|2020|A|1f;1h|A|A|A|Blue|A,W|H|A,C,E|A,C|A,M,Q|A,C||B,M||B|A|A|A|A,C,I,K,L|N||||||Additional living space in attic not included in square footage.|||9|N
SF|72838639|CN219530|AN0907|ACT|553855|59|Savin St||1|004|02119|N|Single family in the heart of Boston in great condition! Tons of space with a large front facing living room that gets lots of sun and an eat-in kitchen with newer stainless steel appliances. Three large bedrooms upstairs with a master that features two large closets. Full baths on both levels and laundry room upstairs. This home has been lovingly maintained by a single owner and is move-in ready or ready for some cosmetic updating! Fully finished basement is not included in living area has great ceiling height and can be used as a playroom, second living area or lots of other potential uses. Large clean backyard that is ready to shine with landscaping, with potential to add on a porch or deck. Two paved off-street parking spots. This is a HUD income restricted home, buyers cannot exceed 80% of the area median income. Please see attachment for details.|32|5/27/2021 10:35:00 AM|0|N||A|A|6770|0.16|1560|0||Y|6|3|2|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1996|289700|3059|2020|A|2f;1h|A|A|A||||A|C|A,D|||D||B||A|A|B,C,D|N|||||||N||2|N
SF|72839084|CT003714|AN6192|ACT|795000|276|Sumner|3|1|05L|02128|U|Recently constructed two bedroom penthouse unit in Jeffries Point in perfect condition! Unit offers wonderful natural light through three large skylights. Spacious layout with open kitchen and living area featuring white cabinets and quartz countertops create a bright and clean open area suitable for any lifestyle. Spacious bedrooms with great closets as well as two bright and updated full baths. This home offers central heat & AC, in unit washer & dryer with wonderful lighting and storage throughout. Two included parking spaces are accessed from private deck and entrance. Unit holds exclusive roof rights. Excellent access to Maverick Square, Piers park with Boston Harbor views all nearby.|17|5/28/2021 6:43:00 AM|0|N||B|Q|1123|0.03|1123|0||N|3|2|2|0|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|2018|671000|4035.95|2021|A|2f;0h|B|A||gray||||C||A|1|A|1|A||A|A||N||||||Not including private 153 foot deck or 1120 square foot roof rights|Y|A|2|N
SF|72839400|CN226013|BB8064|ACT|499900|24|Union Ave||1|007|02130|N|Contractors & Investors take notice! Single family home on a perfectly flat, curb cut 3301 square foot lot ready for rehab or redevelopment. Great Jamaica Plain location close to everything, particularly the Green Street T station and just a short walk to turtle swap brewery located a block away. Whether you are looking for your next investment opportunity, or you are looking to customize your dream home, this one WORKS. A true diamond in the rough. Just close, start your work, and bring your vision to life! Any/all offers due 6/4 @ 5 PM.|12|5/28/2021 6:12:00 PM|0|N||A|A|3301|0.08|1242|0|B|Y|5|3|1|0|N||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1950|464800|4908|2020|A|1f;0h|A|A|||A,O,W|||C||A||D||B|H|A|A||N||||||Does not include basement or third floor attic space|||4|N
SF|72839673|H8000088|BB9059|ACT|1449000|29|Cross Street||1|018|02129|N|Located on a desirable street, near Monument Square, this sunny 3+BR/2BA single family home features an ideal layout and one car tandem parking. The spacious and open main level, with windows spanning three exposures, features an elegant living room with plantation shutters and gleaming hardwood floors; a gorgeous chefs kitchen with white cabinetry, stainless appliances, granite countertops, island with bar seating, and a dining nook. Two generous bedrooms, each with closet and corner exposure, and a well-appointed full bath w/tub, make up the second level. A serene and private primary suite encompasses the top level and features an enormous bedroom with corner exposure and built-in window seats, a custom walk-in closet, and a luxurious full bath with double vanity, tiled shower, and skylight. The spectacular roof deck offers panoramic views to the Monument and over Charlestown. The lower level offers a media room/family room and plentiful storage. C/Air.|19|5/30/2021 12:47:00 PM|0|N||B|P|658|0.02|2057|0||Y|7|3|2|0|Y|1||K,2,44,47|1||K,2,44|B||V,M,47|1||K,O,U,2,5,44,47,51,60|3||A,14,I,V,W,M|2||V,M|2||V,M|||||||2||A,21,L|3||A,14,19,E,L,U||||B||V|||||||||||||||||||||||||Suffolk|MA|1993|1088100|8530.91|2021|A,C|2f;0h|A|A|G|Green|2|D|C,E,M|R|A,D,G|A|4|D,N|1|A||A|A|A,C,D,F,I,J,K,L|N||N||N|Y|+/- gross interior square footage.|N||1|N
SF|72840009|TM009097|NB2434|ACT|649000|20|Hautevale Street||1|008|02131|N|Spacious 3 bed/1 bath single family home abutting George Wright Golf Course, one of the top public courses in the state. This well maintained home has a large front to back living room with wood burning stove. The eat in kitchen has white cabinets, granite countertops, and center island with seating. Easy access to the kitchen from both living and dining room. Off the kitchen is a three season porch with access to the deck and large fenced backyard perfect for entertaining plus private direct access to the golf course. Three good size bedrooms, linen closet and full bath on second floor Basement is partially finished with a bonus 2nd half bath and laundry. Can be used for workshop, gym, or storage with walk out access to backyard. Wood floors throughout, newer roof and heating system, new composite siding. 1 car garage with direct access through porch. Short drive to Roslindale Square shops, restaurants, and commuter rail.|23|6/4/2021 4:18:00 PM|0|N||A|A|6075|0.14|1378|1|A,L|Y|6|3|1|0|N|1|21X11.7|D,K|1|11.8X10.5|K||||1|13X13|L,35|2|18X10|K|2|11.2X14.9|K|2|11.5X11.5|K|||||||2|9.4X7.8|A,24|||||||B|||SUN|1|7.3X9.5||1QB|B|||||||||||||||||||Suffolk|MA|1940|358300|1300|2021|A,N|1f;0h|A|A|A|blue/brick|C,M,O,W||C,M|C|A,E|A,C,E,I|1|F||B|D|A|A|A,C,D,I,K,L|N||N||N||Not including three season porch.|||2|N
SF|72840074|BB806816|AN2383|ACT|1499999|56|Bartlett Street||1|018|02129|N|This stately & sun kissed single family home with garage parking is a flawless it has everything you could ask for, and then some. Open concept living with incredible natural light, high ceilings, and Granite Chef's kitchen features floor-to-ceiling cabinetry, professional grade appliances, elevated breakfast bar, Juliet balcony, and pantry. Oversized living with gas fireplace is the perfect space to relax or entertain. Primary suite is large and lovely, offering room for a king, size bed and has fully built out closets with ensuite designer marble bath. The other large bedrooms feature adjacent full baths, ideal for the growing family. Enjoy your spacious and low maintenance private enclosed brick patio! A stones throw to WholeFoods, cafes, restaurants and public transportation.|12|6/1/2021 6:38:00 AM|0|N||B|P|1050|0.02|1783|1|A|N|6|3|3|0|Y|2|||2||||||2|||3|||3|||1||||||||||||||||||1|||||||||||||||||||||||||||Suffolk|MA|2011|1173600|12393|2020||3f;0h|A||G|Tan|E|C|A|K||A|2|B||A||A|A|A,C,D,I,J,K,L|N||N|||||N||1|N
SF|72840121|TM330428|AN2627|ACT|849000|17|Eagle St||1|04T|02132|N|Back from the holiday weekend is this amazing young Colonial set on picturesque dead end street in a desirable Bellevue Hill neighborhood just minutes from renowned Roxbury Latin School. Situated  between Centre and Washington street, this home has 4 generous sized bedrooms and 2 full bathrooms. Quality HW floors throughout first level and gleaming engineered HW on the 2nd floor. Main level offers eat in kitchen with separate dining room and  a living room with working fireplace and built ins. Large family room with vaulted ceilings leading to your deck and private backyard. Semi finished basement and a bonus room, perfect for home office or yoga studio is waiting for new owners to maximize its potential. This home has tremendous upside !!!|19|6/1/2021 7:53:00 AM|0|N|Bellevue Hill|A|A|6000|0.14|2325|0||Y|10|4|2|0|N|1|16.6X22.8|C,K,2,27,41,50|1|12.7X11.3|K,2|1|16.9X15.7|E,28,72,2,64|1|17.3X11|G,L,U,33,2|2|16.4X12.6|V,K,27|2|14X11.3|V,K|2|14.3X11.1|V,K|2|15.1X12.7|V,K||||1|||2||||||B||7,38,41|||||||||||||||||||||||||Suffolk|MA|1984|640400|6762.62|2020|A,C,N,V|2f;0h|A|A|A|Grey|C,7|D|M,U|C|A,E,G,I,J|A,C,E,G,I|3|D|3|V||A|A|A,C,D,F,I,J|N||N||||Not including Partially finished basement 593 sqft|N||3|N
SF|72840216|BB921582|AN6227|ACT|599900|165|Grove St||1|009|02132|N|Well maintained ranch features three bedrooms and one bath on main level and a fully finished lower level that can function as added living space or a separate 2 bedroom in-law suite with separate entrance.  Many updates include kitchen cabinets and appliances, renovated bathrooms, brand new heating system and newer roof (less than 4 years old), newer windows, recent insulation and security system with exterior cameras. Hardwood floors under carpet.|22|6/1/2021 9:37:00 AM|0|N||A|E|5657|0.13|1916|0||Y|9|5|2|0|N|1|13X12|C,K,M||||B|12X12|L|1|12X12|K,M|1|13X12|V,K,M|2|13X12|V,K,M|1|11X10|K,M|B|11X10|V,L|B|9X9|V,L||||||||||B|12X7||KIT|B|13X11|L|||||||||||||||||||||Suffolk|MA|1972|260100|2747|2020|A|2f;0h|A|A|A|Tan|||A,C,E|A|A,D,F|A||D,N||B||A|A|A,F,I|N||N||N|Y|Includes 836 sq ft of finished living space in basement|||4|N
SF|72840237|BB903081|AN4632|ACT|610000|335|Poplar St||1|008|02131|N|You will fall in love with the charm of this beautiful late nineteenth century colonial from the minute you step into the sunlit foyer!   The bright living room and cozy eat in kitchen are very inviting.    There's a dining room or office, half bath and laundry room that finish off the first floor.   There's also a rear stairway and much desired central air conditioning!   Upstairs you will find three bedrooms, a small office or nursery, a full bathroom and there's a walk up attic (steep stairway).    This great home offers both front and rear porches for sipping your morning coffee. Roslindale Village is just a quick ten minute walk for enjoying great restaurants, coffee shops and the commuter rail station!  Don't miss out!|28|6/1/2021 9:51:00 AM|0|N||A|A|5548|0.13|1686|0||Y|7|3|1|1|N|1|15X15|W,K|1|13X12|M||||1|13X13|G,L,O|2|14X12|V,K|2|12X13|V,M|2|13X8|K|||||||1||B|2||A||||1|||OFC|2|7X6|K|||||||||||||||||||||Suffolk|MA|1875|524900|5601|2021||1f;1h|B|A|D|Blue|A,F|D,H|C,M|U|A,G|||B,E,M|1|A|D|A|A|A,C,V|N||N|||||||0|N
